"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","MixedwoodUP20","MixedwoodUP40","MixedwoodUP60","NA.","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"1283","4-14-78-13-NW",0,0,0,2.352625144383,0,0,0,0,0,0,0,0,0.108279639453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72764420225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72764420225,0,0,0,0.180674949253,0,0,0,0,0.03645267604747,0,0
"1284","4-14-78-13-SE",0,0,8.909264919314,0,0,0,0,0,0,0,0,0,0.111643276103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16200087632,0,0,0,0,0,2.95342510056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72748142726,0,0,0,0.0488341531345,0,0,0,0,0.347332274353843,0,0.225943673332
"1285","4-14-78-16-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227087868299,0,0,0,4.781347545449,0,0,0,0,0,5.272477681686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316912644181,0,0,0,0,0,0,0,0,0,0,4.19811732917,0,0,0,0,0,0,0.594562638116,0,0.0342189057438,0,0
"1286","4-14-78-17-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841579750565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1287","4-14-78-19-NE",0,0,0,0,0,0,0,0,0,0,0,0,1.44562784102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551771048812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1288","4-14-78-20-NE",0,0,0,1.9469135703489,0,0,0,0,0,0,0,0.313596574019,0,0,0,0,0,0,4.09570986372e-06,0,0,0,0,0,6.530792489273,1.85940718958,0,0,0,0,0.0789337597638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789377571615715,0,0,0,0,0,0,0,0,0,0,0
"1289","4-14-78-20-NW",0,0,1.29752989574,0.723195177216,0,0,0,0,0,0,0,0,4.113199054444,0,0,0,0,0,0.000431070121456,0,0,0,0,0,7.8917996749,0.260072518982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647053152987,2.549919236519,0,0,0,0,0,0,0,0,0,0.000431133555812,0,0,0,0,0,0,0,0,0,0,0
"1290","4-14-78-20-SE",0,0,0,0,0,0,0,0,0.251199791043,0,0,2.55809613947,1.85544118152,0,0.00396729425721,0,0,0,5.31342761554,0,0,0,0,0,1.09088576412,2.98395942578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.723173513256,0,0,0,0,0,0,0,0,0,4.97548422077,0,0,0,0,0,0,0.337944203726,0,0.0350327329346,0,0
"1291","4-14-78-20-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624211910692,0,0,0,0,0,1.67945330149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624212775194,0,0,0,0,0,0,0,0,0,0,0
"1292","4-14-78-21-NW",0,0,0,0,0,0,0,0,0,0,0,0.3047831503619,0,0,0,0,0,0,0.00841003490631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084100473777,0,0,0,0,0,0,0,0,0,0,0
"1293","4-14-78-21-SW",0,0,0,0,0,0,0,0,0.126879356477089,0,0,1.588422573341,0.1556419357765,0,0,0,0,0,1.021808902318,0,0,0,0,0,2.9563061601785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.374085946469,0,0,0,0,0,0,0,0,0,0.939357145199,0,0,0,0,0,0,0.0824520208441,0,0,0,0
"1294","4-14-78-22-NE",0,0,1.442860069476,1.1860923821,0,0,0,0,0.0239245441793,0,0,0,0,0,0,0,1.53499993788,0,0,0,0,0,0,7.98444968126,0,0,0,0,0,0,0.0125660110638,0,0,0,0,0,0,0,0.883126556137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125659389614,0,0,0,0.145775744605,0,0,0,0,0.27792428075755,0,0.966447212776
"1295","4-14-78-22-NW",0,0,0.0534330798847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560397229481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","4-14-78-24-SE",0,0,0,0,0,0,0,0,0,0,0,0,0.794844807026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50090532673,1.228978073015,0,0,0,0,0,1.4772272848715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47722728489295,0,0,0,0,0,0,0,0,0,0,0
"1297","4-14-78-24-SW",0,0,0,0.528583326526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95033174439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95033174441,0,0,0,0,0,0,0,0,0,0,0
"1298","4-14-78-25-NW",0,0,0,0,0,0,0,0,30.253753487201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3561614370252,0,0
"1299","4-14-78-26-NE",0,0,0,0,0,0,0,0,9.564698838995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1596459940782,0,0.00902734524181
"1300","4-14-78-31-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0.297574582588077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1301","4-14-78-35-SE",0,0,0,0.629963162486,0,0,0,0,5.4935017521793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733408026581,0,0
"1302","4-14-78-36-NE",0,0,7.94643762350665,0,0,0,0,0,0.617949713998,0,0,8.94914749173093,0,0,0,0,0,0,0.000196862477014,0,0,0,0,0,0,6.106666763536,0,0,0,0,2.24047646788e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.387602234101,2.45490595273176,0,0,0,0,0,0,0,0,0,0.0002190488722474,0,0,0,0,0,0,0,0,0.0170515160689,0,0
"1303","4-14-78-36-SE",0,0,0,0,0,0,0,0,0,0,0,1.1508527403319,0,1.56732749135,0,0,0,0,0,0,0,0,0,0,0,3.230020960753,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09358726979,1.65953321305,0,0,0,0,0,0,0,0,0,0,0,0,0.228250439708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129291965585,0,0
"1304","4-14-78-36-SW",0,0,0,0,0,0,0,0,18.6197689971917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1546956437842,0,0
"1305","4-14-79-1-SE",0,0,0.379731743462,0,1.70664742262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101086233495,0,0
"1306","4-14-79-1-SW",0,0,3.011724166167,0,2.62190400548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088343335605,0,0,0,0,0.695668053135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.491088270863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883432803782,0,0,0,0,0,0,0,0,0.0092167795531393,0,0
"1307","4-14-79-10-SE",0,0,0,0,0,0,0,0,0,0,0,0,2.2149421854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827208563518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197144314083,0,0
"1308","4-14-79-10-SW",0,0,0,0,0,0,0,0,0,0,0,0,0.41853815719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612956688298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612957424838,0,0,0,0,0,0,0,0,0,0,0
"1309","4-14-79-19-NW",0,0,3.62956300564859,0,5.9381887199014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764416646627621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968311652618,0,0,0,0,0.04806068814283,0,0
"1310","4-14-79-2-NE",0,0,0,8.250541827437,0,0,0,0,0,0,0,0,0,0.497855723006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1311","4-14-79-3-NE",0,0,0,4.29422431421,0,0,0,0,0,0,0,0,4.247389269752,0,0,0,0,0,0.1173635291642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96060997181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127791436684,0.556628204339,0,0,0,0,0,0,0,0,0,0.1173635386683,0,0,0,0,0,0,0,0,0.1487265599655,0,0
"1312","4-14-79-3-NW",0,0,0,0.0867188073984,2.30109317162411,0,0,0,0,0,0,0,21.270325862253,1.24930171084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739635682365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.951416037645,0,0,0,0,0,2.030442546314,2.343593025927,0,0,0,0,0,0,0,0,0,2.025379583766,0,0,0,0.570844850436,0,0,0.21933335153523,0,0.24889678627106,0,0.336680526319
"1313","4-14-79-3-SW",0,0,0,0,0,0,0,0,0,0,0,0,0.000996872379232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96008272906e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1314","4-14-79-31-NW",0,0,5.0450230455904,0,0.192385270186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96107729478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170670490718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170671139207,0,0,0,0,0,0,0,0,0,0,0
"1315","4-14-79-31-SW",0,0,4.93787780903905,1.79184660596556,0,0,0,0,2.44747898723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57747627986e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56855869529e-06,0,0,0,0,0,0,0,0,0,0,0
"1316","4-14-79-36-NE",0,0,0.222700817424,0,0,0,0,0,0.0603136153628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1317","4-14-79-4-NE",0,0,0,0,0.183704268897,0,0,0,0,0,0,0.672510290948,1.116581432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4814404579,0,0,0,0,0,0,1.0282615357,0,0,0,0,0,0,0,0,0,1.48143970516,0,0,0,0.122054993038,0,0,0.0683007181118,0,0.021770390306,0,0
"1318","4-14-79-4-NW",0,0,0,0.0674234108439,0,0,0,0,0,0,0,0,0,0.0532569807047,0,0,0,0,0,0,0,0,0,0,0,0.140069192935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158926893392,0,0.00787465395149,0,0
"1319","4-14-79-4-SE",0,0,0,0,0,0,0,0,0,0,0,0,1.26506163523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1320","4-14-79-4-SW",0,0,0,0,1.4872579244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52059564594887,0,0,0,0,0.0473804316954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473804169427,0,0,0,0,0,0,0,0,0,0,0
"1321","4-14-79-5-NE",0,0,0,0.473095708898,2.1886010137094,0,0,0,0,0,0,0,0,3.2946486847609,0,0,0,0,0.127560105792,0,0,0,0,0,0,4.22135851132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127560135388,0,0.0104044797053,0,0.76221324824752,0,0,0.498096454774,0,0.136478030451,0,0
"1322","4-14-79-5-NW",0,0,0,0,0.6437829425749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414496809567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836810104374,0,0.0183398108943,0,0,0,0,0,0,0
"1323","4-14-79-5-SE",0,0,0,0,1.17385101667,0,0,0,0,0,0,0,0,1.28203200443,0,0,0,0,0,0,0,0,0,0,0,13.962815655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119157960509,0,0,0,0,0,0,0,0,0
"1324","4-14-79-5-SW",0,0,0,0,1.3726998298e-05,0,0,0,0,0,0,0,0,0.892291268493,0,0,0,0,0.0531848159076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37215566159e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036044370141,0,0,0,0,0,0,0,0,0,0.0371762378412,0,0.0191047061828677,0,0,0,0,0.0302692667605,0,0,0,0
"1325","4-14-80-1-NE",0,0,0,48.1925229550033,1.27460870483716,0,0,0,0,0,0,0,0,3.4648270596686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430478483931,0,0,0,0,0.676322066145254,0,0.212484506173
"1326","4-14-80-1-NW",0,0,10.668721424376,43.2256098852982,7.208888340974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861474944269,0,0,0,0,0.9930828579874,0,0
"1327","4-14-80-1-SE",0,0,0,5.813621928121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329236699986041,0,0
"1328","4-14-80-1-SW",0,0,0,1.2445395819381,5.240711334947,0,0,0.0287251290215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536931210242068,0,0
"1329","4-14-80-10-NE",0,0,0,60.55801656775,1.1852252680657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2759558753764,0,0,0,0,0.776675945182,0,0.479474519619
"1330","4-14-80-10-NW",0,1.340006450068,1.5184395184,25.4142457980704,14.25145497544,0,0,0,0,0,0,0,0,0,0,0,0,0.696456054633,0,0,0,0,0,0,0,0,0,0,0,0.0313036660736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340006450044,0,0,0,0,0,0,0,0,0.1786660237144,0,0
"1331","4-14-80-10-SE",0,0,5.26810937643,7.386943359397,45.166812206571,0,0,0,0.194689266783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3132201675044,0,0,0,0,0.135831121954,0,0
"1332","4-14-80-10-SW",0,0,0.0574738158729,5.42687995351,58.5653252163309,0,0,0,1.77655537458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3823386929567,0,0,0,0,0.3303188871865,0,0
"1333","4-14-80-11-NE",0,0,0,2.7303770619101,9.8787565091634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3704679637412,0,0,0,0,0.1207233995924,0.0106055171471,0
"1334","4-14-80-11-NW",0,0,0,20.1666036478,1.91114609179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316396130845,0,0,0,0,0.15714336070225,0,0.365634394935
"1335","4-14-80-11-SE",0,0,8.2888150396,36.195505999889,2.96377789045563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1246486581718,0,0,0,0,0.4447083817604,0.00173903860282,0
"1336","4-14-80-11-SW",0,0,0,0.768108691683,22.02887516033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11473677740179,0,0,0,0,0.26059790297344,0,0.0763339404423
"1337","4-14-80-12-NE",0,0,9.61208695944353,31.240911797288,7.88581737055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051816724877,0,0,0,0,0.552123530797,0,0
"1338","4-14-80-12-NW",0,0,2.070331204572,29.5453738876162,1.39259810619699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2498803764837,0,0,0,0,0.2063337951149,0,0.288351802255
"1339","4-14-80-12-SE",2.03449926084,0,2.29885747358277,45.9550753945421,9.96373832527845,0,0,0,0,0,0,0,0,2.358621007698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03449926084,0,0,0,0,0,0,0,0,0.65178306244,0,0
"1340","4-14-80-12-SW",0,0,11.8836687089008,38.130952725549,9.43877993711549,0,0,0,0,0,0,0,0,0.680728707637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351294409717,0,0,0,0,0.70358030970633,0,0.208239983829
"1341","4-14-80-13-NE",0,0,6.16231856026484,25.2691706640226,0,0,0,3.45451372224,0,0,0,0,1.0898447111,0,0,0,0.860109138864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44884163856874,0,0,0,0,0.9240083986491,0,0
"1342","4-14-80-13-NW",0,0,10.9113532707862,45.945690311565,0,0,0,1.00923962115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471268948471563,0,0,0,0,1.02075840939596,0,0
"1343","4-14-80-13-SE",0,0,0.013212478020744,7.87441762206284,15.6467704341623,0,0,0,0,0,0,0,4.39410431042073,0,0,0,0.142363379132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28964228241072,0,0,0,0,0.03658440464689,0,0
"1344","4-14-80-13-SW",0,0,3.3293801117973,31.4053461036172,1.88123966678446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98546051620857,0,0,0,0,0.341492324371989,0,0.225827672639
"1345","4-14-80-14-NE",0,0,2.14565593211,44.8114908210387,16.00643503187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11114934008425,0,0,0,0,1.29307487749531,0,0.20951960681738
"1346","4-14-80-14-NW",0,0,0,56.4809963813587,8.863550073122,0,0,0.909659163034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200950200564,0,0,0,0,0.38675425439113,0,0
"1347","4-14-80-14-SE",0,0,5.0905195888447,18.756463383104,0.19497003585332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351113700563,0,0,0,0,0.6060205190015,0,0.0415287998445
"1348","4-14-80-14-SW",0,0,0.2621702619527,58.5961720439644,1.945945254164,0,0,0,0,0,0,0,0,0,0,0,0,0.2391594061549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7011434204416,0,0,0,0,1.27583721034055,0,0
"1349","4-14-80-15-NE",0,0,9.864501700249,49.550283721605,3.1620211362844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379250522296,0,0,0,0,0.41732303892817,0,0.219213665668
