"","QSLinkID","BlackSpruce0","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC0","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC0","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP0","MixedwoodUP10","MixedwoodUP40","Pine0","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC20","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC0","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Well.Site"
"480","4-25-66-18-NW",0,0,0,0,0,0,0,0,0,0,28.7848522448834,0,0,0,0,1.24276211223,0,0,0,0,0,0,0,0.0457460057673,0,0,0,1.55057042148,0,0,0,0,0,0,0,0,0,0,18.297276366189,0,0,0,0,0.138042834841,0.395654312465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98009108066351,0.456321102115
"481","4-25-66-18-SE",0,0,0,5.17020565485,0,0,0,1.2960285338,0,0,0,0,0,0,0,0,9.8086499946,0,0,0,0,0,0,3.17511127052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24784362181,0,0,0,0,0,0,0,0,0,11.13895045,0.438168872093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41517860738686,0
"482","4-25-66-18-SW",0,0,0,0,0,0,0,0,0,0,4.78442836417,0,0,0,0,0,0.0551473786146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45200625679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309465223007,0
"483","4-25-66-19-NE",0,0,0,0,0,0,0,0,0,0,3.55075962202078,0,0,0,41.1377501643446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217596370634,0,0,0,10.864969356181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31992968978453,0.411421650473
"484","4-25-66-19-NW",0,0,0,0,0,0,0,0,0,0,5.467571247969,0,0,0,0.527990854601,0,0,0,0,0,0,0,0,2.60481656519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8769376449268,1.02780482546,0,0,11.502720089649,0,16.739777210204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137199276158,0
"485","4-25-66-19-SE",0,0,0,0,0,0,0,0,0,0,10.8208020501335,0,0,0,35.2473992959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55319375966,0,0,0,1.915323328155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32449693505874,0.150047623659
"486","4-25-66-19-SW",0,0,0,0,0,0.765908170815,0,0,0,0,17.8470367762727,0,0,0,1.30160355259,3.70895466157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4556172298893,3.5711055571,0,0,0.300039284385,1.04805952517,9.0069676207928,0,0,0,0.978324143636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77846941470464,0
"487","4-25-66-2-NE",0,0,6.303213883371,0,0,4.5373463870673,6.27927632823,4.20696563839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.295709231743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49546435892198,0
"488","4-25-66-2-NW",0,5.43286271872,14.147760814066,0,0,7.8193351649232,19.309193997075,0.2221348374907,0,0,0,0,0,0,8.265098302503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394461969415,0,0,0,1.417692853078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26610384391912,0
"489","4-25-66-2-SE",0,0,3.3497951898962,0,0,0,0.4981775291195,0,0,0,0,0,0,0,6.72481245738,0,0,0,0,0,0,0,0,2.655832155052,0,0,0,0,0,1.0062062322699,0,0,0,0,0,0,0,0,0,0,0,0,1.086503736995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2323202777548,0,0,0.1474799224653,0,0.52396447479822,0.96469754555
"490","4-25-66-2-SW",0,0.0187112376857,4.045455552721,0,0,1.756228359226,5.482509340368,9.81115697554206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10581486164,0,2.75626951277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489511367907728,0
"491","4-25-66-20-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1403774049033,3.50746901771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32070144317284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18142182869287,0
"492","4-25-66-20-NW",0,0,0,0,0,1.694977024081,0,0,0,0,7.702918120066,0,0,0,50.1221315626988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95770322727571,0
"493","4-25-66-20-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6307371530907,0.249944581355038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.041670897196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4744356933197,0.0501394997263
"494","4-25-66-20-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.228312685577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33571094944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29763666572313,0.1223287793945
"495","4-25-66-21-NE",0,0,0,0,0,0.753706317122,0,0,0,0,0,0,0,0,36.69728573189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27664295853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529989454329,0
"496","4-25-66-21-NW",0,0,0,0,0,0,0,0,0,0,6.71679942936,0,0,0,12.46532227911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373760678703,0,0,0,0,0,0,0,0,0,0,0,0,6.157156694844,0,0,0,0,0,0,0,0,0.3930580124095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35190438559118,0
"497","4-25-66-21-SE",0,0,0,0,0,0,0.994848902751,0,0,0,0,0,0,0,6.92887032313968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640368887971,0,0,0,0,0,0,0,0,0,0,1.641496620594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55798355843731,0.00405251375638
"498","4-25-66-21-SW",0,0,0,0,0,0,0,0,0,0,0.068477284937936,0,0,0,4.5035286975638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382338023346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520577364336,0
"499","4-25-66-22-NE",0,0,0,0,0,15.4019335615,2.65653132456,0,0,0,0,0,0,0,39.85051450368,0,0.535756048839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67884454163,0.272845850338
"500","4-25-66-22-NW",0,0,0,0,0,2.57532434507,0,0,0,0,0,0,0,0,53.7056639358221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765611299334,0
"501","4-25-66-22-SE",0,0,0,0,0,12.5915413533,0,0,0,0,0,0,0,0,39.0485008584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616074719863,0,0,0,0,0.97871980589087,0
"502","4-25-66-22-SW",0,0,0,0,0,0,9.986362064808,0,0,0,0,0,0,0,34.2997007152455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199420290152,0,0,0,0,0.52268928925968,0
"503","4-25-66-23-NE",0,0,0,0,0,0,5.24223227545,0,0,0,0.00654087695458,26.0416245022,0,0,5.550619130755,18.367908210823,0,0,0,0,0,0,0,1.2373868471758,0,0,0,0.0597880873088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89820280176797,0.682972774444
"504","4-25-66-23-NW",0,4.65870744279,0,0,0,4.809576773072,3.238132007624,4.70793464639,0,0,6.2359997560518,0,0,0,7.71050561959045,0,2.9409905237196,0,0,0,0,0,0,1.2510528832711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953480837477,0.1014174050748
"505","4-25-66-23-SE",0,0,0,0,0,13.28147095849,0.29394823967141,3.43157034691,0,0,2.47214879225,0,0,0,5.6057975155627,17.595090918148,0,0,0,0,0,0,0,1.078547391133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14548556167,0,0,0,1.566832427955,0,0.321961837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299293947232,0,0,0,0,1.28862096019877,0
"506","4-25-66-23-SW",0,2.40329992181,0,0,0,0,0.886056917738,2.980219315372,0,0,7.9385299953766,0,0,0,16.7507623317021,0,0,0,0,0,0,0,0,14.044652842802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214782165741,0,0,0,0,0,0,0,0,0,0,3.91545554026,0,0,0,0,0,0,0,0,0,0.561381601368,0,0,0,0,0.6575377818701,0
"507","4-25-66-24-NE",0,0,0,0,0,0,0,0,0,0,0.00620404704264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103671114615,0,0,0,0,0,0.00315960040008,0,0,0,0
"508","4-25-66-24-NW",0,0,0,0,0,0,0,0,0,0,0.00701894622859,0,0,0,0,0.000322807730267,0,0,0,0,0,0,0,0,0,0,0,0.000525338904503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60948530112e-05,0
"509","4-25-66-24-SE",0,0.995536278481,0,0,0,0,0.54145616739356,3.896275692585,0,0,18.36404025042,0,0,0,0.168467278946,12.72801946615,0.872537314455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.136607125438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4082686266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43467602465226,0
"510","4-25-66-24-SW",0,0,0,0,0,1.2208017373553,11.51878846282,1.65861914116,0,0,1.0710148680935,0,0,0,0,33.9180193914914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.183979262454,0,0,0,0,0,2.23699694814,0,0,0,0,0,0,0,0,2.11568929203,0,0,0,0,0,0,0,0,0,0.5491244638647,0,0,0,0,0.974647230762392,0
"511","4-25-66-25-NE",0,2.568702868993,0.271509014075,13.157428721153,0,0.636605357166,0.7336181543484,5.60200238978,0,0,10.69146259678,1.48100749999,0,0,0,0,0,0,0,0,0,0,0,2.417642448143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572218073597,5.91321288438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30898929634103,0.494611880692
"512","4-25-66-25-NW",0,2.998212242384,0,1.4415885357,0,1.00995076666,0.0256793775464,7.30823341297,0,0,1.5518684711,42.3494822128727,0,0,0,0,0.169266459432,0,0,0,0,0,0,0,1.28685090493,0,0,0,0,0.753375447277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16609467993,0,0,0,0,0.107745892867,0,0,0,0,0,0,0,0,0,0.058669219633224,0.0162726108049,0.02219691423236,0,0,1.43490722283819,0
"513","4-25-66-25-SE",0,0,0,0,0,2.187619770072,9.5144212472,9.5752770535588,0,0,32.594417556745,0,0,0,0,0,0,0,0,0,0,0,0,0.705816524394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193141725045,0,0,0,0,0,0.0588314116501,0,0,0,0.712146310677,0.2392584757617,0.8122323965793,0,0,1.49368054062454,0.374226079304
"514","4-25-66-25-SW",0,0,0,0,0,1.1168031575,0.000192127546525,2.616238647427,0,0,21.444150184083,25.337439335206,0,0,0.415188619067,0,3.76908995871,0,0,0,0,0,0,0.734623634174,0,0,0,0.70531061110804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23451623276,0,0,0,0,0,0,0,0,0,0.660782173471,0.40341707028449,1.0983297962507,0.000701323326615,0,1.30801775845858,0
"515","4-25-66-26-NE",0,1.7380063809,0,0,0,0,0.155065158908,0.941560411483,0,0,0.255560900696,55.531818680181,0,0,0.24622129974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423948390784,0,0.0100587664829,0,0,0.97206119111657,0
"516","4-25-66-26-NW",0,2.8623022874,0,0,0,20.514791961551,4.269479757037,1.20030799843,0,0,11.2000974953481,10.6117024901,0,0,7.963817350947,0,0,0,0,0,0,0,0,0,0,0,0,0.583537693088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667316453532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44012936078371,0,0.0331462085342,0.145651740649,0,1.53552059633115,0.959009289883
"517","4-25-66-26-SE",0,0,0,0,0,0,0,2.596911758238,0,0,20.9164234765262,13.005692066255,0,0,0.947353817573,0.2503553480888,0,0,0,0,0,0,0,0,0,0,0,4.6578997972921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334295588164,0,0,0,0,0,2.097479625326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012193104539,0,0.25464362121,0,0,1.03739294270742,0.105522518172
"518","4-25-66-26-SW",0,0,0,0,0,0,0,0.000848556240232,0,0,0.00108615863993,0.00703353129225,0,0,0.003557357131985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168756441594,0,0.00218338082938,0
"519","4-25-66-27-NE",0,0,0,0,0,8.29259888504,1.38749646355,1.47643947417,0,0,10.53354959447,0,0,0,23.886494244315,0.210331161002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339726374703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4078202905,0,0,3.40247267145e-05,0,0.3591743713258,0.0442499922418
"520","4-25-66-27-NW",0,0,0,0,0,3.19461898085,0,0,0,0,0,0,0,0,5.5881566965009,0,0,0,0,0,0,0,0,2.074286344662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061778279792,0,0,0,0,0.3557906446857,0
"521","4-25-66-27-SE",0,0,0,0,0,0,0,0,0,0,7.021403471215,0.866382233929,0,0,30.5389392236257,8.56325100866,0.2103522089063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196424074883,0,0.40091123342137,0.39611105446
"522","4-25-66-27-SW",0,0,0,0,0,0.0403535320882,2.91023569314,0,0,0,0,0,0,0,31.8811407019782,3.66549746536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16330757179191,0
"523","4-25-66-28-NE",0,0,0,0,0,7.8403884841503,17.397923880323,5.324566772323,0,0,6.367565649238,0,0,0,5.5505391071672,0,0,0,0,0,0,0,0,1.54897636114,0,0,0,0,0.872196159746,2.806754039671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594590437569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8099481832875,0
"524","4-25-66-28-NW",0,0,0,0,0,9.01024307039,2.596606823122,3.50996583958,0,0,0.0140151284734,0,0,0,0.6905731949157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429473566875,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220776898707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813642512261,0
"525","4-25-66-28-SE",0,0,0,0,0,1.09808843945,5.040052592163,0,0,0,3.20195020875,0,0,0,17.805735399126,0,1.12017542419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5431437355559,0
"526","4-25-66-28-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2884056749447,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766933861613,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5510150970709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03983215443098,0.3148972098651
"527","4-25-66-29-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24329600778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9689199000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759192818153771,0.97470361439657
"528","4-25-66-29-NW",0,0,0,0,0,14.1177710570472,0,0,0,0,0,0,0,0,21.6864939834841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3960701816018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86213351765517,0
"529","4-25-66-29-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0919393650375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05367677619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516157068024,0.40277298357934
"530","4-25-66-29-SW",0,0,0,0,0,0.454971098455,0,0,0,0,0.000441259558734,0,0,0,22.932850231344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9024684609661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84838135484864,0
"531","4-25-66-3-NE",0,1.19295602474,0,2.15987557735,0,0,1.18070965445,1.7371427836,0,0,8.75563936343,0,0,0,36.6051421502802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.802101009738,0,3.93595687264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6521951819506,0
"532","4-25-66-3-NW",0,0,0,0,0,0.442722643124,6.03679744524,0,0,0,0.220779605284,0,0,0,19.3103314194025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30816108531,0,0,0,7.6450054185569,0,1.10815811563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33220149459067,0.1486171213832
"533","4-25-66-3-SE",0,1.66101398064328,1.30961823112,0.00102974902919,0,4.00635170375,5.625756424384,28.161667613394,0,0,0,0,0,0,2.2082556483201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230859457485,0,0,0,0,0,14.37039328968,0,0,0,0,0,0,0,0.1489737266437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65540400563292,1.00136746643
"534","4-25-66-3-SW",0,0,0,0,0,5.22271589259951,0,5.25869939087,0,0,3.88284619134,0,0,0,8.51027452518053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.676141474131,0,0,0,6.71798868868572,0,0.823952898802,0,0,0,2.10278760288,0,0,0,0.01519988487915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02900783089435,0.00131353352018
"535","4-25-66-30-NE",0,0,0,0,0,53.377978097131,0,0,0,0,0,0,0,0,1.4180386173925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.421313373823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94760668437297,0
"536","4-25-66-30-NW",0,0,0,0,0,27.13451339125,0,0,0,0,0,0,0,0,10.298266989043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1496754903219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5582569203696,0
"537","4-25-66-30-SE",0,0,0,0,0,16.8499515985,0,0,0,0,0.00204011057216,0,0,0,36.7262514267719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.691434331554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46913416152833,1.578248179261
"538","4-25-66-30-SW",0,0,0,0,0,7.698878223651,0,0,0,0,13.1549491402464,0,0,0,13.2757154079931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62467709721054,0.812537242221,0,0,17.695265747861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09838758640364,0
"539","4-25-66-31-NE",0,0,0,0,0,8.999315381766,0.701468218546,0,0,0,0,0,0,0,15.9493947327296,0,0,0,0,0,0,0,0,0,0,0,0,0.8531231855628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240760781538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737081466283,0
"540","4-25-66-31-NW",0,0,0,0,0,1.2976136120732,0,0,0,0,3.34529493814,0,0,0,26.614757418684,0,1.211996035029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465851396905013,0,0,0,0,0,1.926321069807,0,0,0,0,0.6750502233776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79981396609899,0
"541","4-25-66-31-SE",0,0,0,0,0,9.063364336926,0,0,0,0,0,0,0,0,17.984345987468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.687622597454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81861486989801,0
"542","4-25-66-31-SW",0,0,0,0,0,0.649069921617,0,0,0,0,0,0,0,0,11.823515336108,0,0,0,0,0,0,0,0,0.555159396826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.806694172648,0.12052698990636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2241650764825,0
"543","4-25-66-32-NE",0,0,0,0,0,0.90897476201647,0,0,0,0,0,0,0,0,40.5923482308719,1.88047777781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42829252477187,0
"544","4-25-66-32-NW",0,0,0,0,0,10.2662356634355,0,0,0,0,0,0,0,0,24.5248103411617,0,0,0,0,0,0,0,0,0,0,0,0,6.58735929200806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5291243302515,0,0.48623783905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07742762727499,0
"545","4-25-66-32-SE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7254922125114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.579698962165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05234534931314,0
"546","4-25-66-32-SW",0,0,0,0,0,7.0135924172064,0,0,0,0,0,0,0,0,15.70142360406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742117905074,0,0,0,7.034041370262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74286125992611,0
"547","4-25-66-33-NE",0,1.91258413317,0,0,0,3.61120927684257,21.9203486746,4.80541118047438,0,0,16.60199660436,0,0,0,0,0.527630401921,3.00570254453225,0,3.17073451333,0,0,0,0,0.766621292216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71460922617,0,0,0,0,0,0,0,0,0,2.24710515388,0,0,0,0,0,0,0,0,0,0,0,3.17073420237,0,0,0.657875732766,0,0,0.0223230282469,0,1.61888387983281,0.129712564589
