"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","NA.","Pine0","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC10","PineCC20","PineCC40","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"1120","4-12-89-27-SW",53.1293116775951,0,0,0,0,0,0,4.406980437404,0,7.23460913723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.082678742951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1121","4-12-89-28-NE",18.71656258451,0,6.13567217186,0,12.5434504263,0,0,20.6005344937496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53558542472,0,0,0,0,0,0,0,0,0,0,3.01141059487,0,0,0,0,0,0,0.042393531235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1122","4-12-89-28-NW",0,0,2.79814252333,0,4.04815762321,0,0,34.8235969762333,0,0,0,0,0,0,0,0,0.772828462763,0,0,0,0,0,0,11.0184588052,0.135539774698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.956144105321,0,0,0,0,0,0,0,0,0,0,0,3.440181242446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1411942487359,0,0
"1123","4-12-89-28-SE",9.28045896589858,0,3.043800940037,0,0,0,0,45.8940739137435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.994818333311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124","4-12-89-28-SW",20.142511296526,0,0,0,26.58851226079,0,0,11.437503130415,0,1.859243249808,0,0,0.0782115251315,0,0,0,0.720500063174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71245270852888,0,0,0,0,0,0,1.32992049298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1125","4-12-89-29-NE",0,0,0,0,1.35392333289,0,0,47.9705008867811,0,0,0,0,0,0,0,0,8.674978926768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36612764876,0,0,0,0,0,0,0,0,0,0,0,1.54498111392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3577827120097,0,0
"1126","4-12-89-29-NW",0,0,0.336450764019,0,0,0,0,25.8011993405427,20.423917872157,0,0,0,0,0,0,0,8.780655421684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.388073989753,0.0325706765526,0,0,0,0,0,0,0,0,0,0,2.08526473756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31426802609468,0,0.191060255703
"1127","4-12-89-29-SE",16.453308560251,0,0,0,3.8751838305,0,0,13.5758568071722,17.803326523551,3.0595963035921,0,0,0.452771650706,0,0,0,2.3939287810931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97837658769,0,0,0,0,0,0,4.167119005692,0,0,0,0,0,0,0,0,0,0,0,1.777955818612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14529473185967,0,0
"1128","4-12-89-29-SW",0,0,0,0,0,0,0.000130724376629,25.3170836460388,10.209692421145,0,0,0,0,0,0,0,0,1.2702199646629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.054104465806,12.7670867030602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669663529937,0,0
"1129","4-12-89-3-NE",61.005598340445,0,0,0,0,0,0,0,0,2.00184717589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130","4-12-89-3-NW",61.2408244164029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04726173188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131","4-12-89-3-SE",57.7091932527835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101494760275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132","4-12-89-3-SW",50.9035347502023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01607657266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133","4-12-89-30-NE",0,0,6.96365138951,2.72000294212,0,8.46405832784,0,17.827034463941,2.0692685337756,0,0,0,0,0,0,0,1.05225302723,8.85395256249,0,0,0,0,0,0,0,0,0,0,0,0.571603069043,0,0,0,0,0,0,0,0,0,0,0,3.704138742128,8.82062937244,0,0,0,0,0,0,3.0118887063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24245203244,0,0
"1134","4-12-89-30-NW",0,0,0,0,0,7.563866789978,0,0,1.252093783248,0,0,0,0,0,0,0,0,27.0622311196827,0,0,0,0,0,0,0,0,0,0,0,1.10831578261,0,0,0,0,0,0,0,0,0,0,0,0,28.5390702018001,0,0,0,0,0,0,0.294583948362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05045738729138,0,0
"1135","4-12-89-30-SE",0,0,0,4.19429539696,0,8.541316457269,0,8.4301039485837,9.984064805735,0,0,0,0,0,0,0,0,3.621336132689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252186720322,31.419334370416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136","4-12-89-30-SW",0,0,7.211173709663,0,0,18.0127906238685,0,17.978276457429,0.8247450383545,0,0,0,0,0,0,0,0,7.668917157163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0183370837907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03295736749988,0,0
"1137","4-12-89-31-NE",0,0,4.97181077492,0.888541460507,0,0,0,9.1065930477525,17.9245059385,0,0,0,0,0,0,0,12.4125513239178,3.08098332202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72630632194,7.89430613914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138","4-12-89-31-NW",0,0,0,0,0,0,0,17.3833627613654,17.7719671322924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21701063455,0,0,0,0,0,0,0,0,0,0,0,0,0,20.137714009776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1139","4-12-89-31-SE",0,0,21.5393116388,0,0,0,0,14.33208368367,0.0720152833357,0,0,0,0,0,0,0,11.864908612815,7.04453037166,0,0,0,0,0,0,0,0,0,0,0,5.08422489769,0,0,0,0,0,0,0,0,0,0,0,0,4.63726012308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140","4-12-89-31-SW",0,0,0,0,0,6.198107360466,0,8.29601595198,17.640728830113,0,0,0,0,0,0,0,0,16.339396383862,0,0,0,0,0,0,0,0,0,0,0,10.7737825408,0,0,0,0,0,0,0,0,0,0,0,0,6.943856756949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","4-12-89-32-NE",0,0,16.936529586633,0,0.0792699637745,0,8.39770632031,8.195636037038,0,0,0,12.337417901412,0,0,0,0,5.74508795879231,0,0,0,0,0,0,0,0,0,0,0,2.15764029404,0,0,0,0,0,0,0,0,0,0,0,0,7.675858471866,0,0,0,0,0,0,0,0,3.03423815668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142","4-12-89-32-NW",0,0,22.382214644546,3.672669961166,0,0,1.83299900368,11.1285344168423,2.37542905016,0,0,0,0,0,0,0,14.3750057736214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.802329984764,3.980681090786,0,0,0,0,0,0,0,0,0,0,0.628129559052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143","4-12-89-32-SE",0,0,0,0,0,0,0,5.578549280792,0.33052971869,0,0,0,0,0,0.273505680216,0,39.782329176115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.715423801485,0,0,0,0,0,0,0,9.10154689044,0,0,0,0.477732253211,0,0,0,0,0.38202565598,0,0,0,0,0,0,0,0,0,0,0.461984833335,0,0.0377785297248
"1144","4-12-89-32-SW",0,0,1.793252467704,0,0,0,0,15.222104079129,3.73423917163,0,0,0,0,0,0,0,16.830929353449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.000677987668,0,0,0,0,0,0,0,0,0,0,5.32324193441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183699823202,0,0
"1145","4-12-89-33-NE",0,0,5.24797061128,0,0.0015478674066,0,26.2421720855,26.5702016841518,0,0,0,0,0,0,0,0,2.30639140742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508223812749,0,0.527226518025
"1146","4-12-89-33-NW",0,0,10.192911150657,0,5.731671895519,0,15.078913394388,12.5701630445328,0,0,0,3.738599867879,0,0,0,0,13.7642873475979,0,0,0,0,0,0,0,0,0,0,0,1.792112460775,0,0,0,0,0,0,0,0,0,0,0,0,1.9375638921967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24217291931978,0,0.472733046358
"1147","4-12-89-33-SE",3.536660676142,0,0,0,8.17986997752,0,0.877145135639,46.8374018332816,0,0,0,0,0,0,0,0,5.13984439159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1148","4-12-89-33-SW",0,0,0,0,0,0,1.61540497407,28.221464770361,0,0,0,0,0,0,0,0,18.28473124666,0,0,0,0,0,0,0.406074819048,1.40799897216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.472666539344,0,0,0,0,0,0,0,0.366282969944,0,0,0,4.337854232706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92370628189751,0,0
"1149","4-12-89-34-NE",53.048733819833,0,0,0,0,0,0,0,0,0.278952116998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2075147137498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150","4-12-89-34-NW",26.833051158352,0,1.62666432242,2.46697100692,0,0,13.5232447929448,13.5154075064384,0,3.29920825748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89706599172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4652360249586,0,0
"1151","4-12-89-34-SE",56.239787609163,0,0,0,0,0,0,0,0,0.962357622641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34596195043779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1152","4-12-89-34-SW",47.781683418246,0,0,0,0,0,1.06868007406,5.866147538129,0,3.51520323646289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94297973464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1153","4-12-89-35-NE",49.5518366485036,0,0,0,0,0,0,0,0,4.49353012856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.619176306627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1154","4-12-89-35-NW",32.5001616462678,0,0,0,0,0,0,0,0,8.18954441342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0446630606114,0,0,0,0,0,0,0,0,0,0,0,9.41755355954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1155","4-12-89-35-SE",46.1373675804772,0,0,0,0,0,0,0,0,11.70202426577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.707355659423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156","4-12-89-35-SW",51.4004218705829,0,0,0,0,0,0,0,0,2.13718060981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2524654398573,0,0,0,0,0,0,0,0,0,0,0,0.374305150834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","4-12-89-36-NE",56.4729806701488,0,0,0,0,0,0,0,0,4.408922717105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65681195231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1158","4-12-89-36-NW",55.250873569974,0,0,0,0,0,0,0,0,9.9241285193142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5000004354703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","4-12-89-36-SE",47.3762912645417,0,0,0,0,0,0,0,0,8.5696943603405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.140968737482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1160","4-12-89-36-SW",39.377485502186,0,0,0,0,0,0,0,0,3.815801238274,0,0,0,0,0,0,0,0,0,0,0,2.02183334603,0,0,0,0,0,0,0,0,0,0,0,0,4.745066476223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161","4-12-89-4-NE",37.53224341894,0,0,0,0,0,0,0,0,0.00904936881047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91588741323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162","4-12-89-4-NW",21.559868311272,0,0,0,0,0,0,0,0,6.52748257873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1476986588156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1163","4-12-89-4-SE",64.5241978830601,0,0,0,0,0,0,0,0,0.215307966044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1164","4-12-89-4-SW",43.5156648242662,0,0,0,0.77573396732,0,0,0.2397891301109,0,0.864806190352,0,0,0,0,0,0,0,0,0,0,0,0.892540608409,0,0,0,0,0,0,0,0,0,0,0,0,12.499340153314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1165","4-12-89-5-NE",4.577008559444,0,0,0,0,0,0,9.650945199145,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71035933568,0,0,0,0,0,0,0,0,0,0,0,0,15.040709372287,0,0,0,0,0,0,10.57924527771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166","4-12-89-5-NW",0,0,0,0,0,0,0,41.460659585376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07778219188,0,0,0,0,0,0,13.6857566285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1167","4-12-89-5-SE",3.96085415677985,0,0.641738980125,0,2.85228090475,0,0,21.1403468108873,0,0,0,0,0,0,0,0,0,0,0,0,0,13.555699291,0,0,0,0,0,0,0,0,0,0,0,0,4.51004076289,0,0,0,0,0,0,19.5621049709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1168","4-12-89-5-SW",15.1182405457567,0,0,0,0,0,0,9.35568166468609,0,0,0,0,0,0,0,0,1.14618276118,0,0,0,0,0.600186361816,0,0,0,0,0,0,0,0,0,0,0,0,11.0299640184888,0,0,0,0,0,0,24.082633695898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262485578927,0,0
"1169","4-12-89-6-NE",0,0,0,0,0,0,0,37.94270534692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070180148301,0,0,0,0,13.2332773871,0,0,0,0,0,0,7.24373401951282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494385553288,0,0
"1170","4-12-89-6-NW",0,0,4.66059228974642,0,0,0,0,23.35676367566,0,0,0,0,0,0,0,0,3.50744616864,1.574258493552,0,0,0,0,0,0,0,0,0,0,1.75553761264,4.00330531053,0,0,0,0,0,0,0,0,0,0,0,11.935857294688,15.504832910032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1171","4-12-89-6-SE",11.6367230850362,0,0,0,0,0,0,17.7993123156799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124448136911,0,0,0,0,0,15.9769394284,0,0,0,0,0,0,13.4476174832924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244262704146,0,0
"1172","4-12-89-6-SW",0,0,0,0,0,0,2.84907799501836,29.1578836220391,0,0,0,0,0,0,0,0,7.79422697131,0.771713694403,0,0,0,0,0,0,0,0,0,0,1.00931204007,0,0,0,0,0,0,0,0,0,0,0,0,20.9018495316586,4.31738577763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173","4-12-89-7-NE",0,0,0.53492892808,0,0,0,4.901821571179,30.50211350663,0,0,0,0,0,0,0,0,0.1854850786363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.87568602237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414241518336,0,0
"1174","4-12-89-7-NW",0,0,0.274144737526,0,0,0,0,10.5292707428568,3.148291468057,0,0,0,0,0,0,0,13.67898854267,0.649198367425,0,0,0,0,0,0,0,0,0,0,0,7.06974485478,0,0,0,0,0,0,0,0,0,0,0,28.7589945751746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1175","4-12-89-7-SE",0,0,10.1896903869,0,0,0,3.6419028024068,28.1927250104878,0,0,0,0,0,0,0,0,6.83806231963,0,0,0,0,0,0,0,0,0,0,0,0,0.814050939919,0,0,0,0,0,0,0,0,0,0,0,14.52743006495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821300906301,0,0
"1176","4-12-89-7-SW",0,0,19.0793930305009,0,0,0,0,1.5880063599582,8.190319858315,0,0,0,0,0,0,0,2.842026000349,0,0,0,0,0,0,0,0,0,0,0,0,26.5638937341,0,0,0,0,0,0,0,0,0,0,0,4.168944513405,3.1511795748529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30006310542348,0,0
"1177","4-12-89-8-NE",19.82174391181,0,0,0,0,0,0,27.605090734212,0,1.375917538232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.307277364379,0,0,0,0,0,0,6.6737412642173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4841635791211,0,0
"1178","4-12-89-8-NW",0,0,0,0,0,0,1.171517218946,36.8853303533122,0,0,0,0,0,0,0,0,0.657031595617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.560879233292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51457601928644,0,0
"1179","4-12-89-8-SE",23.41482365941,0,0,0,0,0,0,11.058879864892,0,0,0,0,0,0,5.10300311672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4941180732243,0,0,0,0,0,0,17.84155198609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1180","4-12-89-8-SW",0,0,0,0,0,0,4.831485615585,37.3509541110962,0,0,0,0,0,0,0,0,0.91923233794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1831098053566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124746571437,0,0
"1181","4-12-89-9-NE",31.380975434584,0,0,0,0,0,0,0,0,8.316843680166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.168241870517,0,0,0,0,0,0,0,0,0,0,0,0.573592231921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182","4-12-89-9-NW",26.110738277281,0,0,0,0,0,0,0.0356379711228,0,4.154154348875,0,0,0,0,0,0,0,0,0,0,0,2.07200238966,0,0,0,0,0,0,0,0,0,0,0,0,10.6034426879538,0,0,0,0,0,0,0.0734750003002,0,0,0,0,2.172630576131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3581208703281,0,0
"1183","4-12-89-9-SE",19.78116317324,0,0,0,0,0,0,0,0,1.98446560832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.805407850627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184","4-12-89-9-SW",32.74786401565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7685441551243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1185","4-12-90-1-NE",50.8213392767137,0,0,0,0,0,0,0,0,8.6807055636718,0,0,0,0,0,0,0,0,0,0,0,0.0251464390946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47030689489686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411474000646,0,0
"1186","4-12-90-1-NW",58.6787328931624,0,0,0,0,0,0,0,0,5.461027813752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5389029079011,0,0
"1187","4-12-90-1-SE",35.5500529541781,0,0,0,0,0,0,0,0,8.05496204296188,0,0,0,0,0,0,0,0,0,0,0,4.86187842666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6706142457965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1188","4-12-90-1-SW",64.6858853174431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1189","4-12-90-11-SE",0,0,0,0,0,0,0,0,0,0.00173068647981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
